,User_ID,Session_ID,Event,Timestamp,Device,Region,Channel,Product_Category,Revenue,Bounce_Flag,Event_Sequence,Date,DayOfWeek,Hour,WeekNumnber
3131,USR01449,SES01449,Browse,2025-10-13 15:47:59,Tablet,West,Email,Beauty,0.0,Yes,1,2025-10-13,Monday,15,42
3132,USR01449,SES01449,Add to Cart,2025-10-13 15:50:59,Desktop,West,Email,Home,0.0,Yes,2,2025-10-13,Monday,15,42
3133,USR01449,SES01449,Checkout,2025-10-13 15:54:59,Desktop,South,Email,Home,0.0,Yes,3,2025-10-13,Monday,15,42
3134,USR01450,SES01450,Browse,2025-10-20 01:21:17,Tablet,North,Google Ads,Home,0.0,Yes,1,2025-10-20,Monday,1,43
3135,USR01450,SES01450,Add to Cart,2025-10-20 01:23:17,Desktop,East,Email,Home,0.0,Yes,2,2025-10-20,Monday,1,43
3136,USR01451,SES01451,Browse,2025-10-17 09:12:21,Tablet,West,Social Media,Sports,0.0,Yes,1,2025-10-17,Friday,9,42
3137,USR01451,SES01451,Add to Cart,2025-10-17 09:16:21,Desktop,South,Email,Electronics,0.0,Yes,2,2025-10-17,Friday,9,42
3138,USR01452,SES01452,Browse,2025-10-26 00:15:11,Tablet,East,Social Media,Home,0.0,No,1,2025-10-26,Sunday,0,43
3139,USR01452,SES01452,Add to Cart,2025-10-26 00:19:11,Tablet,East,Social Media,Home,0.0,No,2,2025-10-26,Sunday,0,43
3140,USR01452,SES01452,Checkout,2025-10-26 00:23:11,Desktop,South,Social Media,Electronics,0.0,No,3,2025-10-26,Sunday,0,43
3141,USR01452,SES01452,Purchase,2025-10-26 00:28:11,Tablet,North,Organic,Fashion,1007.19,No,4,2025-10-26,Sunday,0,43
3142,USR01453,SES01453,Browse,2025-10-05 16:34:42,Tablet,West,Organic,Electronics,0.0,Yes,1,2025-10-05,Sunday,16,40
3143,USR01454,SES01454,Browse,2025-10-25 16:33:42,Mobile,South,Social Media,Beauty,0.0,Yes,1,2025-10-25,Saturday,16,43
3144,USR01454,SES01454,Add to Cart,2025-10-25 16:38:42,Tablet,East,Social Media,Home,0.0,Yes,2,2025-10-25,Saturday,16,43
3145,USR01454,SES01454,Checkout,2025-10-25 16:41:42,Tablet,West,Email,Electronics,0.0,Yes,3,2025-10-25,Saturday,16,43
3146,USR01455,SES01455,Browse,2025-10-08 00:09:54,Mobile,South,Email,Beauty,0.0,Yes,1,2025-10-08,Wednesday,0,41
3147,USR01456,SES01456,Browse,2025-10-06 19:49:10,Desktop,West,Google Ads,Electronics,0.0,Yes,1,2025-10-06,Monday,19,41
3148,USR01456,SES01456,Add to Cart,2025-10-06 19:52:10,Tablet,East,Email,Sports,0.0,Yes,2,2025-10-06,Monday,19,41
3149,USR01457,SES01457,Browse,2025-10-27 09:36:38,Tablet,North,Google Ads,Beauty,0.0,Yes,1,2025-10-27,Monday,9,44
3150,USR01458,SES01458,Browse,2025-10-26 03:12:53,Mobile,South,Organic,Electronics,0.0,Yes,1,2025-10-26,Sunday,3,43
3151,USR01458,SES01458,Add to Cart,2025-10-26 03:17:53,Mobile,East,Google Ads,Sports,0.0,Yes,2,2025-10-26,Sunday,3,43
3152,USR01459,SES01459,Browse,2025-10-13 14:01:13,Desktop,East,Organic,Electronics,0.0,Yes,1,2025-10-13,Monday,14,42
3153,USR01460,SES01460,Browse,2025-10-26 05:35:30,Mobile,East,Organic,Fashion,0.0,No,1,2025-10-26,Sunday,5,43
3154,USR01460,SES01460,Add to Cart,2025-10-26 05:40:30,Mobile,South,Organic,Fashion,0.0,No,2,2025-10-26,Sunday,5,43
3155,USR01460,SES01460,Checkout,2025-10-26 05:45:30,Tablet,West,Google Ads,Beauty,0.0,No,3,2025-10-26,Sunday,5,43
3156,USR01460,SES01460,Purchase,2025-10-26 05:49:30,Tablet,East,Google Ads,Electronics,434.37,No,4,2025-10-26,Sunday,5,43
3157,USR01461,SES01461,Browse,2025-10-27 16:40:08,Tablet,North,Organic,Home,0.0,Yes,1,2025-10-27,Monday,16,44
3158,USR01461,SES01461,Add to Cart,2025-10-27 16:43:08,Tablet,North,Social Media,Sports,0.0,Yes,2,2025-10-27,Monday,16,44
3159,USR01462,SES01462,Browse,2025-10-05 22:28:24,Desktop,North,Google Ads,Sports,0.0,Yes,1,2025-10-05,Sunday,22,40
3160,USR01462,SES01462,Add to Cart,2025-10-05 22:30:24,Mobile,East,Organic,Home,0.0,Yes,2,2025-10-05,Sunday,22,40
3161,USR01463,SES01463,Browse,2025-10-20 00:02:57,Desktop,North,Social Media,Home,0.0,Yes,1,2025-10-20,Monday,0,43
3162,USR01464,SES01464,Browse,2025-10-22 16:04:42,Desktop,West,Google Ads,Home,0.0,Yes,1,2025-10-22,Wednesday,16,43
3163,USR01465,SES01465,Browse,2025-10-03 06:49:19,Mobile,North,Email,Electronics,0.0,Yes,1,2025-10-03,Friday,6,40
3164,USR01466,SES01466,Browse,2025-10-13 09:01:20,Desktop,East,Google Ads,Home,0.0,Yes,1,2025-10-13,Monday,9,42
3165,USR01466,SES01466,Add to Cart,2025-10-13 09:05:20,Tablet,East,Social Media,Electronics,0.0,Yes,2,2025-10-13,Monday,9,42
3166,USR01466,SES01466,Checkout,2025-10-13 09:09:20,Mobile,North,Google Ads,Home,0.0,Yes,3,2025-10-13,Monday,9,42
3167,USR01467,SES01467,Browse,2025-10-27 09:03:49,Mobile,North,Organic,Beauty,0.0,Yes,1,2025-10-27,Monday,9,44
3168,USR01468,SES01468,Browse,2025-10-10 16:41:31,Tablet,South,Social Media,Home,0.0,Yes,1,2025-10-10,Friday,16,41
3169,USR01468,SES01468,Add to Cart,2025-10-10 16:46:31,Desktop,West,Organic,Electronics,0.0,Yes,2,2025-10-10,Friday,16,41
3170,USR01468,SES01468,Checkout,2025-10-10 16:50:31,Desktop,West,Social Media,Fashion,0.0,Yes,3,2025-10-10,Friday,16,41
3171,USR01469,SES01469,Browse,2025-10-22 07:14:23,Tablet,South,Social Media,Beauty,0.0,Yes,1,2025-10-22,Wednesday,7,43
3172,USR01469,SES01469,Add to Cart,2025-10-22 07:17:23,Desktop,West,Google Ads,Beauty,0.0,Yes,2,2025-10-22,Wednesday,7,43
3173,USR01469,SES01469,Checkout,2025-10-22 07:20:23,Tablet,North,Email,Beauty,0.0,Yes,3,2025-10-22,Wednesday,7,43
3174,USR01470,SES01470,Browse,2025-10-20 19:31:56,Desktop,East,Google Ads,Electronics,0.0,No,1,2025-10-20,Monday,19,43
3175,USR01470,SES01470,Add to Cart,2025-10-20 19:33:56,Desktop,West,Google Ads,Beauty,0.0,No,2,2025-10-20,Monday,19,43
3176,USR01470,SES01470,Checkout,2025-10-20 19:36:56,Desktop,South,Email,Home,0.0,No,3,2025-10-20,Monday,19,43
3177,USR01470,SES01470,Purchase,2025-10-20 19:39:56,Tablet,West,Social Media,Home,829.36,No,4,2025-10-20,Monday,19,43
3178,USR01471,SES01471,Browse,2025-10-05 04:07:07,Mobile,East,Email,Sports,0.0,Yes,1,2025-10-05,Sunday,4,40
3179,USR01472,SES01472,Browse,2025-10-24 19:03:28,Tablet,West,Organic,Sports,0.0,No,1,2025-10-24,Friday,19,43
3180,USR01472,SES01472,Add to Cart,2025-10-24 19:05:28,Desktop,South,Google Ads,Home,0.0,No,2,2025-10-24,Friday,19,43
3181,USR01472,SES01472,Checkout,2025-10-24 19:10:28,Tablet,West,Organic,Electronics,0.0,No,3,2025-10-24,Friday,19,43
3182,USR01472,SES01472,Purchase,2025-10-24 19:12:28,Tablet,North,Social Media,Electronics,1604.78,No,4,2025-10-24,Friday,19,43
3183,USR01473,SES01473,Browse,2025-10-30 11:05:52,Mobile,North,Google Ads,Sports,0.0,Yes,1,2025-10-30,Thursday,11,44
3184,USR01474,SES01474,Browse,2025-10-18 10:44:35,Tablet,West,Organic,Sports,0.0,Yes,1,2025-10-18,Saturday,10,42
3185,USR01475,SES01475,Browse,2025-10-04 18:33:04,Desktop,East,Google Ads,Sports,0.0,Yes,1,2025-10-04,Saturday,18,40
3186,USR01475,SES01475,Add to Cart,2025-10-04 18:38:04,Mobile,East,Organic,Home,0.0,Yes,2,2025-10-04,Saturday,18,40
3187,USR01476,SES01476,Browse,2025-10-07 13:11:58,Mobile,West,Email,Home,0.0,Yes,1,2025-10-07,Tuesday,13,41
3188,USR01476,SES01476,Add to Cart,2025-10-07 13:13:58,Desktop,South,Email,Sports,0.0,Yes,2,2025-10-07,Tuesday,13,41
3189,USR01477,SES01477,Browse,2025-10-02 00:27:17,Mobile,West,Google Ads,Fashion,0.0,Yes,1,2025-10-02,Thursday,0,40
3190,USR01477,SES01477,Add to Cart,2025-10-02 00:29:17,Desktop,South,Email,Electronics,0.0,Yes,2,2025-10-02,Thursday,0,40
3191,USR01477,SES01477,Checkout,2025-10-02 00:33:17,Desktop,South,Email,Beauty,0.0,Yes,3,2025-10-02,Thursday,0,40
3192,USR01478,SES01478,Browse,2025-10-21 13:09:45,Mobile,North,Email,Electronics,0.0,Yes,1,2025-10-21,Tuesday,13,43
3193,USR01478,SES01478,Add to Cart,2025-10-21 13:13:45,Mobile,South,Social Media,Home,0.0,Yes,2,2025-10-21,Tuesday,13,43
3194,USR01478,SES01478,Checkout,2025-10-21 13:16:45,Mobile,South,Google Ads,Sports,0.0,Yes,3,2025-10-21,Tuesday,13,43
3195,USR01479,SES01479,Browse,2025-10-22 09:26:57,Tablet,West,Organic,Electronics,0.0,Yes,1,2025-10-22,Wednesday,9,43
3196,USR01479,SES01479,Add to Cart,2025-10-22 09:30:57,Tablet,West,Organic,Electronics,0.0,Yes,2,2025-10-22,Wednesday,9,43
3197,USR01480,SES01480,Browse,2025-10-28 04:03:28,Tablet,East,Organic,Home,0.0,Yes,1,2025-10-28,Tuesday,4,44
3198,USR01481,SES01481,Browse,2025-10-21 16:05:36,Mobile,South,Email,Electronics,0.0,Yes,1,2025-10-21,Tuesday,16,43
3199,USR01481,SES01481,Add to Cart,2025-10-21 16:09:36,Mobile,East,Email,Home,0.0,Yes,2,2025-10-21,Tuesday,16,43
3200,USR01481,SES01481,Checkout,2025-10-21 16:11:36,Mobile,South,Social Media,Electronics,0.0,Yes,3,2025-10-21,Tuesday,16,43
3201,USR01482,SES01482,Browse,2025-10-13 07:04:42,Mobile,South,Social Media,Sports,0.0,Yes,1,2025-10-13,Monday,7,42
3202,USR01482,SES01482,Add to Cart,2025-10-13 07:08:42,Desktop,North,Social Media,Electronics,0.0,Yes,2,2025-10-13,Monday,7,42
3203,USR01482,SES01482,Checkout,2025-10-13 07:12:42,Mobile,South,Social Media,Beauty,0.0,Yes,3,2025-10-13,Monday,7,42
3204,USR01483,SES01483,Browse,2025-10-18 06:33:34,Tablet,South,Social Media,Home,0.0,No,1,2025-10-18,Saturday,6,42
3205,USR01483,SES01483,Add to Cart,2025-10-18 06:35:34,Mobile,North,Email,Fashion,0.0,No,2,2025-10-18,Saturday,6,42
3206,USR01483,SES01483,Checkout,2025-10-18 06:38:34,Tablet,West,Social Media,Home,0.0,No,3,2025-10-18,Saturday,6,42
3207,USR01483,SES01483,Purchase,2025-10-18 06:40:34,Mobile,East,Social Media,Beauty,540.81,No,4,2025-10-18,Saturday,6,42
3208,USR01484,SES01484,Browse,2025-10-05 10:52:32,Mobile,South,Google Ads,Fashion,0.0,Yes,1,2025-10-05,Sunday,10,40
3209,USR01485,SES01485,Browse,2025-10-03 09:23:28,Desktop,East,Social Media,Home,0.0,Yes,1,2025-10-03,Friday,9,40
3210,USR01485,SES01485,Add to Cart,2025-10-03 09:27:28,Mobile,West,Google Ads,Sports,0.0,Yes,2,2025-10-03,Friday,9,40
3211,USR01486,SES01486,Browse,2025-10-17 05:01:53,Mobile,West,Social Media,Sports,0.0,No,1,2025-10-17,Friday,5,42
3212,USR01486,SES01486,Add to Cart,2025-10-17 05:04:53,Desktop,East,Social Media,Sports,0.0,No,2,2025-10-17,Friday,5,42
3213,USR01486,SES01486,Checkout,2025-10-17 05:07:53,Tablet,South,Google Ads,Fashion,0.0,No,3,2025-10-17,Friday,5,42
3214,USR01486,SES01486,Purchase,2025-10-17 05:12:53,Desktop,North,Google Ads,Home,1736.56,No,4,2025-10-17,Friday,5,42
3215,USR01487,SES01487,Browse,2025-10-15 01:42:34,Tablet,South,Organic,Fashion,0.0,Yes,1,2025-10-15,Wednesday,1,42
3216,USR01487,SES01487,Add to Cart,2025-10-15 01:45:34,Mobile,East,Organic,Beauty,0.0,Yes,2,2025-10-15,Wednesday,1,42
3217,USR01487,SES01487,Checkout,2025-10-15 01:47:34,Mobile,North,Organic,Home,0.0,Yes,3,2025-10-15,Wednesday,1,42
3218,USR01488,SES01488,Browse,2025-10-04 10:56:57,Tablet,East,Organic,Home,0.0,Yes,1,2025-10-04,Saturday,10,40
3219,USR01489,SES01489,Browse,2025-10-18 23:30:46,Mobile,South,Social Media,Fashion,0.0,No,1,2025-10-18,Saturday,23,42
3220,USR01489,SES01489,Add to Cart,2025-10-18 23:33:46,Desktop,East,Email,Home,0.0,No,2,2025-10-18,Saturday,23,42
3221,USR01489,SES01489,Checkout,2025-10-18 23:37:46,Mobile,East,Email,Electronics,0.0,No,3,2025-10-18,Saturday,23,42
3222,USR01489,SES01489,Purchase,2025-10-18 23:42:46,Mobile,East,Email,Beauty,1511.08,No,4,2025-10-18,Saturday,23,42
3223,USR01490,SES01490,Browse,2025-10-14 05:11:18,Desktop,West,Organic,Home,0.0,Yes,1,2025-10-14,Tuesday,5,42
3224,USR01490,SES01490,Add to Cart,2025-10-14 05:13:18,Tablet,North,Google Ads,Sports,0.0,Yes,2,2025-10-14,Tuesday,5,42
3225,USR01490,SES01490,Checkout,2025-10-14 05:16:18,Mobile,South,Google Ads,Electronics,0.0,Yes,3,2025-10-14,Tuesday,5,42
3226,USR01491,SES01491,Browse,2025-10-02 08:55:13,Mobile,West,Organic,Sports,0.0,Yes,1,2025-10-02,Thursday,8,40
3227,USR01491,SES01491,Add to Cart,2025-10-02 08:58:13,Mobile,West,Google Ads,Home,0.0,Yes,2,2025-10-02,Thursday,8,40
3228,USR01492,SES01492,Browse,2025-10-22 13:04:42,Tablet,South,Email,Electronics,0.0,Yes,1,2025-10-22,Wednesday,13,43
3229,USR01493,SES01493,Browse,2025-10-07 15:32:23,Tablet,South,Email,Fashion,0.0,Yes,1,2025-10-07,Tuesday,15,41
3230,USR01493,SES01493,Add to Cart,2025-10-07 15:36:23,Tablet,North,Email,Electronics,0.0,Yes,2,2025-10-07,Tuesday,15,41
3231,USR01493,SES01493,Checkout,2025-10-07 15:40:23,Desktop,South,Social Media,Sports,0.0,Yes,3,2025-10-07,Tuesday,15,41
3232,USR01494,SES01494,Browse,2025-10-15 15:18:46,Tablet,North,Google Ads,Sports,0.0,Yes,1,2025-10-15,Wednesday,15,42
3233,USR01495,SES01495,Browse,2025-10-21 22:37:22,Desktop,East,Google Ads,Fashion,0.0,No,1,2025-10-21,Tuesday,22,43
3234,USR01495,SES01495,Add to Cart,2025-10-21 22:39:22,Tablet,South,Email,Fashion,0.0,No,2,2025-10-21,Tuesday,22,43
3235,USR01495,SES01495,Checkout,2025-10-21 22:42:22,Mobile,East,Email,Sports,0.0,No,3,2025-10-21,Tuesday,22,43
3236,USR01495,SES01495,Purchase,2025-10-21 22:44:22,Desktop,South,Google Ads,Fashion,1597.87,No,4,2025-10-21,Tuesday,22,43
3237,USR01496,SES01496,Browse,2025-10-30 22:13:33,Tablet,South,Google Ads,Home,0.0,No,1,2025-10-30,Thursday,22,44
3238,USR01496,SES01496,Add to Cart,2025-10-30 22:15:33,Desktop,East,Google Ads,Home,0.0,No,2,2025-10-30,Thursday,22,44
3239,USR01496,SES01496,Checkout,2025-10-30 22:19:33,Tablet,South,Google Ads,Sports,0.0,No,3,2025-10-30,Thursday,22,44
3240,USR01496,SES01496,Purchase,2025-10-30 22:23:33,Tablet,West,Organic,Electronics,778.94,No,4,2025-10-30,Thursday,22,44
3241,USR01497,SES01497,Browse,2025-10-31 14:23:50,Tablet,South,Email,Electronics,0.0,Yes,1,2025-10-31,Friday,14,44
3242,USR01498,SES01498,Browse,2025-10-12 06:30:42,Mobile,East,Email,Home,0.0,Yes,1,2025-10-12,Sunday,6,41
3243,USR01498,SES01498,Add to Cart,2025-10-12 06:33:42,Mobile,West,Google Ads,Fashion,0.0,Yes,2,2025-10-12,Sunday,6,41
3244,USR01498,SES01498,Checkout,2025-10-12 06:38:42,Tablet,North,Google Ads,Electronics,0.0,Yes,3,2025-10-12,Sunday,6,41
3245,USR01499,SES01499,Browse,2025-10-18 13:39:22,Tablet,North,Social Media,Beauty,0.0,Yes,1,2025-10-18,Saturday,13,42
3246,USR01499,SES01499,Add to Cart,2025-10-18 13:42:22,Mobile,North,Organic,Fashion,0.0,Yes,2,2025-10-18,Saturday,13,42
3247,USR01499,SES01499,Checkout,2025-10-18 13:45:22,Desktop,West,Social Media,Sports,0.0,Yes,3,2025-10-18,Saturday,13,42
3248,USR01500,SES01500,Browse,2025-10-22 19:26:02,Desktop,South,Email,Fashion,0.0,Yes,1,2025-10-22,Wednesday,19,43
3249,USR01500,SES01500,Add to Cart,2025-10-22 19:30:02,Tablet,West,Email,Home,0.0,Yes,2,2025-10-22,Wednesday,19,43
3250,USR01500,SES01500,Checkout,2025-10-22 19:32:02,Desktop,South,Organic,Home,0.0,Yes,3,2025-10-22,Wednesday,19,43
3251,USR01501,SES01501,Browse,2025-10-28 17:03:06,Tablet,North,Google Ads,Fashion,0.0,Yes,1,2025-10-28,Tuesday,17,44
3252,USR01501,SES01501,Add to Cart,2025-10-28 17:08:06,Mobile,West,Email,Beauty,0.0,Yes,2,2025-10-28,Tuesday,17,44
3253,USR01502,SES01502,Browse,2025-10-19 00:57:04,Tablet,South,Email,Electronics,0.0,Yes,1,2025-10-19,Sunday,0,42
3254,USR01502,SES01502,Add to Cart,2025-10-19 00:59:04,Mobile,West,Email,Sports,0.0,Yes,2,2025-10-19,Sunday,0,42
3255,USR01502,SES01502,Checkout,2025-10-19 01:04:04,Tablet,East,Social Media,Beauty,0.0,Yes,3,2025-10-19,Sunday,1,42
3256,USR01503,SES01503,Browse,2025-10-15 15:41:33,Mobile,West,Google Ads,Electronics,0.0,Yes,1,2025-10-15,Wednesday,15,42
3257,USR01504,SES01504,Browse,2025-10-19 01:07:42,Mobile,West,Organic,Sports,0.0,Yes,1,2025-10-19,Sunday,1,42
3258,USR01504,SES01504,Add to Cart,2025-10-19 01:11:42,Tablet,West,Social Media,Home,0.0,Yes,2,2025-10-19,Sunday,1,42
3259,USR01505,SES01505,Browse,2025-10-12 13:38:53,Desktop,North,Email,Fashion,0.0,Yes,1,2025-10-12,Sunday,13,41
3260,USR01505,SES01505,Add to Cart,2025-10-12 13:42:53,Desktop,West,Email,Home,0.0,Yes,2,2025-10-12,Sunday,13,41
3261,USR01506,SES01506,Browse,2025-10-11 23:38:26,Desktop,West,Google Ads,Fashion,0.0,Yes,1,2025-10-11,Saturday,23,41
3262,USR01507,SES01507,Browse,2025-10-14 14:05:23,Desktop,East,Social Media,Electronics,0.0,Yes,1,2025-10-14,Tuesday,14,42
3263,USR01507,SES01507,Add to Cart,2025-10-14 14:10:23,Mobile,West,Email,Fashion,0.0,Yes,2,2025-10-14,Tuesday,14,42
3264,USR01508,SES01508,Browse,2025-10-30 07:17:56,Tablet,East,Google Ads,Fashion,0.0,No,1,2025-10-30,Thursday,7,44
3265,USR01508,SES01508,Add to Cart,2025-10-30 07:22:56,Desktop,East,Email,Beauty,0.0,No,2,2025-10-30,Thursday,7,44
3266,USR01508,SES01508,Checkout,2025-10-30 07:24:56,Mobile,South,Google Ads,Electronics,0.0,No,3,2025-10-30,Thursday,7,44
3267,USR01508,SES01508,Purchase,2025-10-30 07:26:56,Tablet,North,Organic,Fashion,772.56,No,4,2025-10-30,Thursday,7,44
3268,USR01509,SES01509,Browse,2025-10-19 13:10:27,Desktop,North,Email,Sports,0.0,Yes,1,2025-10-19,Sunday,13,42
3269,USR01509,SES01509,Add to Cart,2025-10-19 13:13:27,Tablet,North,Email,Electronics,0.0,Yes,2,2025-10-19,Sunday,13,42
3270,USR01509,SES01509,Checkout,2025-10-19 13:16:27,Mobile,West,Google Ads,Electronics,0.0,Yes,3,2025-10-19,Sunday,13,42
3271,USR01510,SES01510,Browse,2025-10-02 18:41:58,Tablet,West,Organic,Fashion,0.0,Yes,1,2025-10-02,Thursday,18,40
3272,USR01510,SES01510,Add to Cart,2025-10-02 18:43:58,Tablet,East,Google Ads,Sports,0.0,Yes,2,2025-10-02,Thursday,18,40
3273,USR01511,SES01511,Browse,2025-10-26 16:53:57,Mobile,West,Social Media,Sports,0.0,Yes,1,2025-10-26,Sunday,16,43
3274,USR01511,SES01511,Add to Cart,2025-10-26 16:57:57,Mobile,East,Email,Electronics,0.0,Yes,2,2025-10-26,Sunday,16,43
3275,USR01511,SES01511,Checkout,2025-10-26 17:00:57,Tablet,West,Email,Fashion,0.0,Yes,3,2025-10-26,Sunday,17,43
3276,USR01512,SES01512,Browse,2025-10-25 01:45:18,Mobile,South,Email,Electronics,0.0,Yes,1,2025-10-25,Saturday,1,43
3277,USR01512,SES01512,Add to Cart,2025-10-25 01:50:18,Mobile,South,Google Ads,Beauty,0.0,Yes,2,2025-10-25,Saturday,1,43
3278,USR01513,SES01513,Browse,2025-10-15 07:58:31,Desktop,South,Google Ads,Home,0.0,No,1,2025-10-15,Wednesday,7,42
3279,USR01513,SES01513,Add to Cart,2025-10-15 08:00:31,Mobile,North,Organic,Sports,0.0,No,2,2025-10-15,Wednesday,8,42
3280,USR01513,SES01513,Checkout,2025-10-15 08:05:31,Desktop,West,Google Ads,Electronics,0.0,No,3,2025-10-15,Wednesday,8,42
3281,USR01513,SES01513,Purchase,2025-10-15 08:08:31,Tablet,South,Google Ads,Fashion,314.55,No,4,2025-10-15,Wednesday,8,42
3282,USR01514,SES01514,Browse,2025-10-06 07:05:36,Mobile,North,Organic,Sports,0.0,Yes,1,2025-10-06,Monday,7,41
3283,USR01514,SES01514,Add to Cart,2025-10-06 07:10:36,Desktop,West,Google Ads,Sports,0.0,Yes,2,2025-10-06,Monday,7,41
3284,USR01515,SES01515,Browse,2025-10-30 18:23:12,Desktop,East,Organic,Sports,0.0,Yes,1,2025-10-30,Thursday,18,44
3285,USR01515,SES01515,Add to Cart,2025-10-30 18:28:12,Desktop,South,Social Media,Sports,0.0,Yes,2,2025-10-30,Thursday,18,44
3286,USR01515,SES01515,Checkout,2025-10-30 18:30:12,Mobile,West,Google Ads,Beauty,0.0,Yes,3,2025-10-30,Thursday,18,44
3287,USR01516,SES01516,Browse,2025-10-13 02:45:11,Mobile,South,Email,Electronics,0.0,Yes,1,2025-10-13,Monday,2,42
3288,USR01517,SES01517,Browse,2025-10-09 05:12:23,Desktop,North,Email,Home,0.0,Yes,1,2025-10-09,Thursday,5,41
3289,USR01517,SES01517,Add to Cart,2025-10-09 05:17:23,Tablet,East,Social Media,Sports,0.0,Yes,2,2025-10-09,Thursday,5,41
3290,USR01518,SES01518,Browse,2025-10-17 20:17:51,Tablet,South,Social Media,Fashion,0.0,Yes,1,2025-10-17,Friday,20,42
3291,USR01519,SES01519,Browse,2025-10-14 08:49:06,Mobile,West,Social Media,Home,0.0,Yes,1,2025-10-14,Tuesday,8,42
3292,USR01519,SES01519,Add to Cart,2025-10-14 08:54:06,Tablet,South,Social Media,Home,0.0,Yes,2,2025-10-14,Tuesday,8,42
3293,USR01519,SES01519,Checkout,2025-10-14 08:56:06,Desktop,West,Organic,Fashion,0.0,Yes,3,2025-10-14,Tuesday,8,42
3294,USR01520,SES01520,Browse,2025-10-23 12:42:06,Mobile,North,Google Ads,Electronics,0.0,Yes,1,2025-10-23,Thursday,12,43
3295,USR01521,SES01521,Browse,2025-10-03 07:41:02,Tablet,South,Social Media,Sports,0.0,No,1,2025-10-03,Friday,7,40
3296,USR01521,SES01521,Add to Cart,2025-10-03 07:44:02,Mobile,North,Email,Home,0.0,No,2,2025-10-03,Friday,7,40
3297,USR01521,SES01521,Checkout,2025-10-03 07:47:02,Desktop,West,Organic,Electronics,0.0,No,3,2025-10-03,Friday,7,40
3298,USR01521,SES01521,Purchase,2025-10-03 07:49:02,Desktop,West,Social Media,Beauty,297.77,No,4,2025-10-03,Friday,7,40
3299,USR01522,SES01522,Browse,2025-10-13 19:20:43,Tablet,North,Email,Beauty,0.0,Yes,1,2025-10-13,Monday,19,42
3300,USR01523,SES01523,Browse,2025-10-26 18:21:35,Tablet,East,Google Ads,Fashion,0.0,Yes,1,2025-10-26,Sunday,18,43
3301,USR01524,SES01524,Browse,2025-10-17 04:43:50,Tablet,East,Email,Sports,0.0,Yes,1,2025-10-17,Friday,4,42
3302,USR01524,SES01524,Add to Cart,2025-10-17 04:46:50,Mobile,North,Social Media,Beauty,0.0,Yes,2,2025-10-17,Friday,4,42
3303,USR01524,SES01524,Checkout,2025-10-17 04:51:50,Desktop,South,Social Media,Beauty,0.0,Yes,3,2025-10-17,Friday,4,42
3304,USR01525,SES01525,Browse,2025-10-13 00:52:02,Tablet,North,Google Ads,Sports,0.0,Yes,1,2025-10-13,Monday,0,42
3305,USR01525,SES01525,Add to Cart,2025-10-13 00:54:02,Mobile,West,Organic,Sports,0.0,Yes,2,2025-10-13,Monday,0,42
3306,USR01526,SES01526,Browse,2025-10-24 22:04:25,Mobile,West,Google Ads,Electronics,0.0,Yes,1,2025-10-24,Friday,22,43
3307,USR01527,SES01527,Browse,2025-10-21 22:07:07,Mobile,East,Organic,Electronics,0.0,Yes,1,2025-10-21,Tuesday,22,43
3308,USR01528,SES01528,Browse,2025-10-08 09:27:34,Desktop,West,Email,Electronics,0.0,Yes,1,2025-10-08,Wednesday,9,41
3309,USR01528,SES01528,Add to Cart,2025-10-08 09:32:34,Mobile,East,Social Media,Home,0.0,Yes,2,2025-10-08,Wednesday,9,41
3310,USR01528,SES01528,Checkout,2025-10-08 09:35:34,Mobile,West,Social Media,Home,0.0,Yes,3,2025-10-08,Wednesday,9,41
3311,USR01529,SES01529,Browse,2025-10-21 03:25:39,Desktop,East,Email,Fashion,0.0,Yes,1,2025-10-21,Tuesday,3,43
3312,USR01530,SES01530,Browse,2025-10-25 16:44:29,Tablet,South,Organic,Sports,0.0,No,1,2025-10-25,Saturday,16,43
3313,USR01530,SES01530,Add to Cart,2025-10-25 16:47:29,Desktop,East,Google Ads,Beauty,0.0,No,2,2025-10-25,Saturday,16,43
3314,USR01530,SES01530,Checkout,2025-10-25 16:52:29,Mobile,North,Social Media,Electronics,0.0,No,3,2025-10-25,Saturday,16,43
3315,USR01530,SES01530,Purchase,2025-10-25 16:56:29,Tablet,North,Email,Home,1002.24,No,4,2025-10-25,Saturday,16,43
3316,USR01531,SES01531,Browse,2025-10-25 06:45:05,Mobile,East,Email,Home,0.0,Yes,1,2025-10-25,Saturday,6,43
3317,USR01532,SES01532,Browse,2025-10-10 06:36:17,Mobile,West,Social Media,Home,0.0,Yes,1,2025-10-10,Friday,6,41
3318,USR01532,SES01532,Add to Cart,2025-10-10 06:39:17,Tablet,East,Google Ads,Sports,0.0,Yes,2,2025-10-10,Friday,6,41
3319,USR01533,SES01533,Browse,2025-10-24 18:01:07,Mobile,East,Organic,Fashion,0.0,Yes,1,2025-10-24,Friday,18,43
3320,USR01533,SES01533,Add to Cart,2025-10-24 18:04:07,Mobile,East,Social Media,Fashion,0.0,Yes,2,2025-10-24,Friday,18,43
3321,USR01533,SES01533,Checkout,2025-10-24 18:08:07,Tablet,South,Email,Beauty,0.0,Yes,3,2025-10-24,Friday,18,43
3322,USR01534,SES01534,Browse,2025-10-20 09:21:01,Tablet,West,Google Ads,Home,0.0,Yes,1,2025-10-20,Monday,9,43
